Price,Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI,MACD,Signal_Line,MACD_Histogram,Signal,Portfolio Value,Cumulative Returns
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
11,2020-01-17,77.25079345703125,77.253212133664,76.34674834560415,76.65455638252,137816400,,74.44608166404446,,0.9715957371682009,0.563335259701609,0.4082604774665919,0,10512.551210892321,0.051255121089232025
12,2020-01-21,76.72727966308594,77.32108332706851,76.58912661521823,76.87754828501977,110843200,,74.66333861633412,,1.0280294443004863,0.6562740966213845,0.3717553476791018,0,10441.309669903882,0.04413096699038821
13,2020-01-22,77.00115203857422,77.55617545523555,76.90662394261042,77.21443197966312,101832400,,74.88598751369031,70.86845636364187,1.0823758209325263,0.7414944414836129,0.3408813794489134,0,10478.579155998814,0.047857915599881284
14,2020-01-23,77.37198638916016,77.45196545033632,76.50429530744599,77.05448142476102,104472000,,75.1227493113541,71.90261188633963,1.1422023511504449,0.8216360234169793,0.3205663277334656,0,10529.043558069467,0.052904355806946635
15,2020-01-24,77.14898681640625,78.36568459280262,76.95751196709428,77.61918638262722,146537600,,75.31572431183525,75.40134597666024,1.1582692980684328,0.88896267834727,0.26930661972116277,0,10498.697016323116,0.049869701632311525
16,2020-01-27,74.88040924072266,75.56388879724423,73.89395899955545,75.14943709018755,161940000,,75.27426573363405,59.51344710147821,0.9766885604360596,0.906507854765028,0.07018070567103152,0,10189.981249493861,0.01899812494938624
17,2020-01-28,76.99871826171875,77.1707993206053,75.66567993131815,75.76505276717205,162234000,,75.43849930773736,67.41244108495694,0.992276011995159,0.9236614862110543,0.06861452578410476,0,10478.247959351063,0.04782479593510636
18,2020-01-29,78.6104965209961,79.46121987792021,77.89308146084672,78.63716113897716,216229200,,75.74059428042867,68.46515723394887,1.1217553179511128,0.963280252559066,0.1584750653920468,0,10697.584237116036,0.06975842371160357
19,2020-01-30,78.49657440185547,78.54989623607841,77.25563796528307,77.6894834620713,126743200,75.62848320007325,76.00306857770741,63.87906262674855,1.2013278778660492,1.0108897776204628,0.19043810024558638,1,10682.08132694612,0.06820813269461201
20,2020-01-31,75.01615142822266,78.20816913725739,74.72045890317577,77.78402044785376,199588400,75.73949012756347,75.90907646823267,49.36883676980108,0.9723401263088505,1.0031798473581404,-0.030839721049289892,-1,10208.453508919469,0.020845350891946834
21,2020-02-03,74.81012725830078,75.98077426743717,73.24925964840867,73.75338735630919,173788400,75.87558174133301,75.80441463871534,42.98755076368259,0.7654179925730205,0.9556274764011164,-0.190209483828096,-1,10208.453508919469,0.020845350891946834
22,2020-02-04,77.27986907958984,77.47134392906342,76.01469422241806,76.42187506467558,136616400,76.10643997192383,75.94493410927481,54.73957119270794,0.7915932411440849,0.9228206293497102,-0.1312273882056253,-1,10208.453508919469,0.020845350891946834
23,2020-02-05,77.9100341796875,78.71228029302294,77.30410766529131,78.41173571221898,118826800,76.38589324951172,76.13208649693316,57.61872049067087,0.8533494895634703,0.9089264013924623,-0.05557691182899194,-1,10208.453508919469,0.020845350891946834
24,2020-02-06,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600,76.65274353027344,76.38820683985917,57.52905591915404,0.9647068002763035,0.9200824811692306,0.044624319107072874,1,10208.453508919469,0.020845350891946834
25,2020-02-07,77.74996185302734,78.56868819994995,77.25678206283877,78.31845426530488,117684000,76.78798027038575,76.51789779349423,51.5337446323509,0.9554918783256312,0.9271643606005108,0.028327517725120432,-1,10069.69393335084,0.006969393335084062
26,2020-02-10,78.11924743652344,78.11924743652344,76.24856854462318,76.32873742556914,109348800,76.93319778442383,76.67040728330653,54.317882976397044,0.9668420928217927,0.9350999070447672,0.03174218577702548,-1,10069.69393335084,0.006969393335084062
27,2020-02-11,77.6479263305664,78.69016619390229,77.4292765293241,78.61728539819471,94323200,76.9745044708252,76.76350433542652,51.98201425056416,0.9271183026461784,0.9335035861650496,-0.006385283518871132,-1,10069.69393335084,0.006969393335084062
28,2020-02-12,79.49187469482422,79.49673094210661,78.09979248720818,78.09979248720818,113730400,77.15987586975098,77.02334913155963,55.958357672153724,1.0325258202824585,0.9533080329885315,0.07921778729392703,1,10069.69393335084,0.006969393335084062
29,2020-02-13,78.92581176757812,79.25379012572942,78.55653676962524,78.76061038013486,94747600,77.33318367004395,77.20453604927567,54.899622659292646,1.058187364743901,0.9742838993396055,0.08390346540429561,-1,9997.987479750796,-0.0002012520249203842
30,2020-02-14,78.94524383544922,79.1954777229002,78.43505615220535,78.89421987724242,80113600,77.46019973754883,77.37031774319696,62.79608537096173,1.06778358459664,0.9929838363910124,0.07479974820562751,-1,9997.987479750796,-0.0002012520249203842
31,2020-02-18,77.49972534179688,77.68193472739671,76.4331895126421,76.61539889824193,152531200,77.4726463317871,77.38264227639695,51.64693065174996,0.9478214999779766,0.9839513691084053,-0.036129869130428705,-1,9997.987479750796,-0.0002012520249203842
32,2020-02-19,78.62214660644531,78.85294816427883,77.74268368353454,77.74268368353454,93984000,77.56738967895508,77.50069030783013,50.039569693191055,0.9325706057902465,0.9736752164447736,-0.041104610654527085,-1,9997.987479750796,-0.0002012520249203842
33,2020-02-20,77.81556701660156,78.87238314014616,77.3078109869613,78.38163510250408,100566000,77.60811042785645,77.53067856580836,47.790891924199194,0.8456517828831096,0.9480705297324409,-0.10241874684933128,-1,9997.987479750796,-0.0002012520249203842
34,2020-02-21,76.05418395996094,77.8519889113782,75.43467510110624,77.40739392071207,129554000,77.54222030639649,77.39006003191813,53.789937141255855,0.6274067429488213,0.883937772375717,-0.25653102942689576,-1,9997.987479750796,-0.0002012520249203842
35,2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200,77.30685043334961,76.91877711035151,43.07491959564271,0.1610829199302941,0.7393668018866325,-0.5782838819563384,-1,9997.987479750796,-0.0002012520249203842
36,2020-02-25,69.9878158569336,73.49838528422858,69.51407604241301,73.11453422052959,230673600,77.06222076416016,76.25868556240695,28.659724299920967,-0.40184882072155403,0.5111236773649952,-0.9129724980865492,-1,9997.987479750796,-0.0002012520249203842
37,2020-02-26,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800,76.76718978881836,75.76720110454751,30.609689356822685,-0.7497431576269662,0.2589503103666029,-1.008693467993569,-1,9997.987479750796,-0.0002012520249203842
38,2020-02-27,66.45055389404297,69.48252112113946,66.31450479546683,68.2920878015383,320605600,76.1591926574707,74.87990137021374,20.96266701527739,-1.3845101836155465,-0.069741788429827,-1.3147683951857194,-1,9997.987479750796,-0.0002012520249203842
39,2020-02-28,66.41167449951172,67.6385554997623,62.2840268493113,62.50025221622377,426510000,75.55494766235351,74.07340357300403,22.03051000827341,-1.8691583729582106,-0.42962510533550374,-1.4395332676227068,-1,9997.987479750796,-0.0002012520249203842
40,2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200,75.43387260437012,73.93256992496123,39.40946800463566,-1.7343387064174465,-0.6905678255518923,-1.0437708808655541,-1,9997.987479750796,-0.0002012520249203842
41,2020-03-03,70.28910064697266,73.85554422696504,69.43392644246603,73.77537535235231,319475600,75.20782127380372,73.58557285086708,36.820145772355716,-1.792864707214946,-0.9110272018845031,-0.8818375053304428,-1,9997.987479750796,-0.0002012520249203842
42,2020-03-04,73.54940795898438,73.70975307414847,71.21470241659885,72.01885240878119,219178400,75.02129821777343,73.58212857544967,39.870785676665086,-1.5582054099332368,-1.04046284349425,-0.5177425664389868,-1,9997.987479750796,-0.0002012520249203842
43,2020-03-05,71.16370391845703,72.77442872757254,70.79685330071517,71.7953572173482,187572800,74.68398170471191,73.35180241764085,37.54193627229488,-1.5469107795701689,-1.1417524307094338,-0.4051583488607351,-1,9997.987479750796,-0.0002012520249203842
44,2020-03-06,70.21865844726562,70.65353371683767,68.32368325077904,68.51074893872675,226176800,74.25384712219238,73.05340775379558,36.398102935332034,-1.5958213400409278,-1.2325662125757326,-0.36325512746519517,-1,9997.987479750796,-0.0002012520249203842
45,2020-03-09,64.6648941040039,67.56080421303677,63.8947525693777,64.0769619398227,286744800,73.5995937347412,72.25450169191066,32.26586875987887,-2.058990913774906,-1.3978511528155675,-0.6611397609593386,-1,9997.987479750796,-0.0002012520249203842
46,2020-03-10,69.3221664428711,69.58940835488747,65.44232100611896,67.33001496463376,285290000,73.1597396850586,71.9752316681926,38.29356462828325,-2.026888473984201,-1.5236586170492943,-0.5032298569349065,-1,9997.987479750796,-0.0002012520249203842
47,2020-03-11,66.91458129882812,68.32124000631373,66.04726273626676,67.39076055716758,255598800,72.62307243347168,71.49326496634838,36.80991846009892,-2.170696619838381,-1.6530662176071118,-0.5176304022312692,-1,9997.987479750796,-0.0002012520249203842
48,2020-03-12,60.30644989013672,65.595382309111,60.25057338022047,62.179564104958686,418474000,71.6638011932373,70.42785400670917,32.945706010575535,-2.785773922043248,-1.8796077584943394,-0.9061661635489084,-1,9997.987479750796,-0.0002012520249203842
49,2020-03-13,67.53165435791016,68.00540170395698,61.453148500655,64.35392608390474,370732000,71.0940933227539,70.15202546872831,45.06856597878723,-2.659555794751256,-2.0355973657457227,-0.6239584290055333,-1,9997.987479750796,-0.0002012520249203842
50,2020-03-16,58.843910217285156,62.942401413512734,58.30699831007388,58.78074192993141,322423600,70.0890266418457,69.075062111448,40.0529247106561,-3.22339803906236,-2.27315750040905,-0.9502405386533099,-1,9997.987479750796,-0.0002012520249203842
51,2020-03-17,61.43128967285156,62.58527878886286,57.91829094246008,60.13152785246368,324056000,69.28560485839844,68.34708378396263,41.59306843898683,-3.4220202620636258,-2.5029300527399654,-0.9190902093236604,-1,9997.987479750796,-0.0002012520249203842
52,2020-03-18,59.927452087402344,60.73646220887165,57.60731848961155,58.25112721326127,300233600,68.35087013244629,67.54521409857594,43.998917975283,-3.6586028337720933,-2.734064608946391,-0.9245382248257021,-1,9997.987479750796,-0.0002012520249203842
53,2020-03-19,59.468284606933594,61.426427556259334,58.941092559581236,60.102373420949,271857200,67.43350601196289,66.77598271841953,43.66128180732911,-3.838894814791658,-2.9550306501154444,-0.8838641646762135,-1,9997.987479750796,-0.0002012520249203842
54,2020-03-20,55.69290542602539,61.18105103531312,55.391651251345145,60.05135066055668,401693200,66.41544208526611,65.72045154771533,33.8606989755437,-4.237570976007156,-3.211538715293787,-1.026032260713369,-1,9997.987479750796,-0.0002012520249203842
55,2020-03-23,54.50975036621094,55.5131177507659,51.652708966620814,55.411080955108275,336752800,65.51885013580322,64.65276572090538,34.60241060010091,-4.596015426448858,-3.488434057524801,-1.1075813689240568,-1,9997.987479750796,-0.0002012520249203842
56,2020-03-24,59.97846221923828,60.175247730437746,56.92220351209828,57.42267128306453,287531200,65.01838245391846,64.20759395884184,37.30455309199981,-4.38822121072495,-3.668391488164831,-0.7198297225601191,-1,9997.987479750796,-0.0002012520249203842
57,2020-03-25,59.6480712890625,62.740771189079894,59.35167702986198,60.91867715648319,303602000,64.44588108062744,63.77335370457715,38.79644657714871,-4.201767227471251,-3.775066636026115,-0.42670059144513584,-1,9997.987479750796,-0.0002012520249203842
58,2020-03-26,62.786922454833984,62.8452270829615,59.852136310832755,59.891008534290606,252087200,64.262699508667,63.679407871268275,43.06567358128006,-3.757408974063111,-3.7715351036335143,0.014126129570403378,1,9997.987479750796,-0.0002012520249203842
59,2020-03-27,60.187408447265625,62.162555760268454,60.01977521141477,61.404565866396354,204216800,63.95148620605469,63.34683649755374,45.57843163845894,-3.573814206622714,-3.7319909242313543,0.15817671760864016,-1,9584.049234572412,-0.041595076542758735
60,2020-03-30,61.905033111572266,62.07752630082117,60.59069513800199,60.91624540312953,167976400,63.417005348205564,63.20952188936502,42.22403325966984,-3.252226433194842,-3.636038026024052,0.38381159282920985,-1,9584.049234572412,-0.041595076542758735
61,2020-03-31,61.778690338134766,63.77084530142144,61.22234604683103,62.09695247318078,197002000,62.991484832763675,63.07325221781928,44.3451566173163,-2.9732864167583983,-3.5034877041709214,0.530201287412523,1,9584.049234572412,-0.041595076542758735
62,2020-04-01,58.52808380126953,60.42549023789971,58.09564049822196,59.88615017103195,176218400,62.24041862487793,62.640379035290735,47.885611446837764,-2.980167706915573,-3.398823704719852,0.418655997804279,1,9079.765752338919,-0.09202342476610814
63,2020-04-02,59.504730224609375,59.55817861263245,57.553875182946484,58.38960956978753,165934000,61.65746994018555,62.34174581522584,38.790887602786995,-2.8736878895709737,-3.2937965416900763,0.42010865211910264,1,9231.27798665186,-0.0768722013348141
64,2020-04-03,58.649559020996094,59.691795094969585,58.056770548986755,58.98725360699361,129880000,61.07901496887207,61.99010897768015,49.652606555445495,-2.8257337367878463,-3.200183980709631,0.3744502439217845,1,9098.610834361016,-0.09013891656389839
65,2020-04-06,63.76600646972656,63.92148798014339,60.58584573787683,60.95512081247179,201820400,61.034070587158205,62.15924207216076,53.82717290763389,-2.347811071468861,-3.029709398861477,0.681898327392616,1,9892.351912171887,-0.010764808782811275
66,2020-04-07,63.02743148803711,66.0083814059181,62.92296656617655,65.7897242394517,202887200,60.71933383941651,62.241926778434696,55.21240003709944,-2.005532217448085,-2.824873962578799,0.8193417451307141,1,9777.772937622703,-0.022222706237729706
67,2020-04-08,64.64060974121094,64.95643640817995,63.464752614085576,63.8315958380623,168895200,60.605635261535646,62.470372774889576,58.37200646497857,-1.5858233718230892,-2.5770638444276575,0.9912404726045683,1,10028.033662120708,0.002803366212070779
68,2020-04-09,65.1070556640625,65.61238718160247,64.30776915947149,65.27955255492029,161834800,60.845665550231935,62.72148543100128,67.06595944576534,-1.2017102325809006,-2.3019931220583065,1.100282889477406,1,10100.395841788271,0.010039584178827221
69,2020-04-13,66.38494873046875,66.49427732074086,64.58228739111088,65.1847957247921,131022800,60.788330268859866,63.070386697617224,71.45365490857456,-0.785131998731039,-1.9986208973928532,1.2134888986618142,1,10298.642033119333,0.0298642033119334
70,2020-04-14,69.73760223388672,70.02914021517418,67.55108961658726,68.02483698264969,194994800,61.33301486968994,63.705359605833365,69.09039488156836,-0.18235752465885469,-1.6353682228460535,1.4530106981871989,1,10818.756591510757,0.08187565915107564
71,2020-04-15,69.10108947753906,69.56268513070003,68.17789817121714,68.60790967618321,131154400,61.716504859924314,64.21923864123391,68.27273078535109,0.24120388072790888,-1.260053802131261,1.50125768285917,1,10720.011060294733,0.0720011060294734
72,2020-04-16,69.65013885498047,70.0169894216292,68.59575486882815,69.81777206662008,157125200,62.202639198303224,64.73646723301931,64.74269961652533,0.6141040332259422,-0.8852222350598203,1.4993262682857624,1,10805.187943080828,0.08051879430808273
73,2020-04-17,68.70508575439453,69.71331699752928,67.26198676311418,69.16425698531064,215250000,62.66447925567627,65.11443090172172,69.69660187751516,0.8238750844728031,-0.5434027711532957,1.367277855626099,1,10658.57694508578,0.06585769450857804
74,2020-04-20,67.27899169921875,68.43298447365049,67.25955929365115,67.52680120844859,130015200,63.24378356933594,65.32057954910239,62.596788422569354,0.8650742446154709,-0.2617073679995424,1.1267816126150132,1,10437.339564313743,0.04373395643137434
75,2020-04-21,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600,63.77826499938965,65.30903663654837,57.34559684259418,0.7215993601899129,-0.06504602236165136,0.7866453825515642,1,10114.718435529598,0.011471843552959715
76,2020-04-22,67.07734680175781,67.51464634090605,66.12985952419092,66.47240662852322,116862400,64.13320922851562,65.47744712847307,69.50879852699796,0.7507763080743786,0.09811844372555463,0.6526578643488239,1,10406.057343622622,0.040605734362262336
77,2020-04-23,66.81741333007812,68.45001014182691,66.77854109478402,67.02148700478162,124814400,64.4916763305664,65.60506295719736,67.25129831818884,0.7443444511766444,0.22736364521577257,0.5169808059608718,1,10365.732513545192,0.036573251354519165
78,2020-04-24,68.74639129638672,68.75611120688087,67.29600419461667,67.34459633296811,126161200,64.78964977264404,65.90423708473921,72.67076840428633,0.8847012734132846,0.35883117085527505,0.5258701025580096,1,10664.984888438854,0.06649848884388532
79,2020-04-27,68.79499053955078,69.12782522068554,68.01270448166582,68.46214844429589,117087600,65.2200288772583,66.17954693757841,64.61867545497691,0.9884622415899571,0.4847573850022115,0.5037048565877456,1,10672.524341552833,0.06725243415528337
80,2020-04-28,67.6798324584961,69.44118937204024,67.58751928950642,69.25898003615636,112004800,65.50876884460449,66.3224312729039,63.234245689697275,0.9695334410563419,0.5817125962130376,0.38782084484330426,1,10499.524074071245,0.04995240740712448
81,2020-04-29,69.9028091430664,70.37412466532922,68.9698980080844,69.17397162378809,137280800,65.91497478485107,66.6634196414908,64.46698271706862,1.1209858434979196,0.689567245670014,0.4314185978279056,1,10844.385997747819,0.08443859977478185
82,2020-04-30,71.3774642944336,71.55481737570022,70.05341429577132,70.44455342688215,183064000,66.55744380950928,67.11237627510441,66.33332604647558,1.3445066740840304,0.8205551313528172,0.5239515427312131,1,11073.156913695753,0.10731569136957542
83,2020-05-01,70.2283706665039,72.64082159078217,69.44608459896145,69.54326147278059,240616800,67.093625831604,67.40913764571388,60.079077638298834,1.4126422300179797,0.9389725510858498,0.47366967893212997,1,10894.892048498159,0.08948920484981593
84,2020-05-04,71.22200775146484,71.35076875806811,69.5602589927265,70.25265616239726,133568000,67.72224826812744,67.77226813197588,54.44238038743995,1.5291907979401032,1.0570162004567005,0.4721745974834026,1,11049.040132431952,0.1049040132431951
85,2020-05-05,72.29096221923828,73.12669648649918,71.53782864635428,71.68359763047998,147751200,68.14849605560303,68.2026199498104,59.305475123333935,1.6883498238218237,1.1832829251297252,0.5050668986920985,1,11214.872593310987,0.12148725933109872
86,2020-05-06,73.03683471679688,73.67092002311765,72.60924751570559,72.99553064727823,142333600,68.64896621704102,68.66302135619006,59.76748208125453,1.8533064128640575,1.3172876226765917,0.5360187901874658,1,11330.583669414886,0.13305836694148865
87,2020-05-07,73.79237365722656,74.13979187417405,73.36236215111808,73.66604447823067,115215200,69.1065544128418,69.15153109914591,64.83427593580603,2.0216965173289907,1.4581694016070714,0.5635271157219193,1,11447.794351028266,0.14477943510282665
88,2020-05-08,75.54873657226562,75.60232962681305,74.12609336468238,74.45495949785123,133838400,69.62863845825196,69.76078876325255,73.6584758969613,2.270695532370681,1.6206746277597934,0.6500209046108874,1,11720.268056109722,0.17202680561097217
89,2020-05-11,76.737548828125,77.23449466676063,74.8447446800333,75.0542475774182,145946400,70.14626846313476,70.42524210276422,84.78172574356115,2.5347373847098424,1.8034871791498035,0.731250205560039,1,11904.69467843626,0.19046946784362606
90,2020-05-12,75.8605728149414,77.87760965678292,75.73877105532733,77.42450324524006,162301200,70.4524169921875,70.94289264678109,78.17746859869328,2.6427636852377248,1.971342480367388,0.6714212048703367,1,11768.644832738863,0.17686448327388615
91,2020-05-13,74.94461059570312,76.96652397961965,73.86301052868956,76.04082627706647,200622400,70.74459304809571,71.32400864191654,75.0197292767435,2.6242144993845784,2.1019168841708264,0.522297615213752,1,11626.546854323657,0.1626546854323656
92,2020-05-14,75.405029296875,75.4659301717339,73.45376288745526,74.17970399208137,158929200,71.03233757019044,71.7126772757221,72.53648527703712,2.6165046404833134,2.204834435433324,0.4116702050499894,1,11697.973999774575,0.16979739997745735
93,2020-05-15,74.95922088623047,75.00550613978024,73.13219488038561,73.16630293423822,166348400,71.34504432678223,72.02187190529433,70.3168691083046,2.5450833719424963,2.2728842227351587,0.2721991492073377,1,11628.813424608315,0.16288134246083152
94,2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400,71.81736259460449,72.46982287199621,78.58671168727459,2.6010110939016045,2.3385095969684477,0.2625014969331567,1,11902.803305425878,0.19028033054258775
95,2020-05-19,76.28199768066406,77.59257816496145,76.25032803863408,76.7424043944102,101729600,72.37149353027344,72.83288713948839,72.71533894533918,2.5798202581840712,2.3867717292115724,0.1930485289724988,1,11834.022661884357,0.1834022661884358
96,2020-05-20,77.76553344726562,77.83617309644741,77.1053627330327,77.14434017785065,111504800,72.90590286254883,73.3026629783243,72.73258424769891,2.6521628240239323,2.4398499481740448,0.21231287584988756,1,12064.171273817326,0.20641712738173257
97,2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800,73.42432098388672,73.67248324294447,75.80423078903837,2.632368917977871,2.4783537421348103,0.1540151758430608,1,11974.230450876796,0.1974230450876795
98,2020-05-22,77.68270874023438,77.76553302219949,76.82035043454619,76.92265972172005,81803200,73.8711368560791,74.0544094807816,74.87864997546852,2.626503743335647,2.507983742374978,0.11852000096066906,1,12051.322246657932,0.20513222466579317
99,2020-05-26,77.15654754638672,78.98600497329699,77.10051605904029,78.80574074281053,125522000,74.28921470642089,74.34985120131542,69.55364096274721,2.5500038817182826,2.516387770243639,0.033616111474643606,1,11969.696126719864,0.19696961267198643
100,2020-05-27,77.49271392822266,77.63887753036026,76.26982690652362,77.01282211981075,112945200,74.77985877990723,74.64917146102087,68.51689452895883,2.4878249108344193,2.5106751983617954,-0.022850287527376167,-1,12021.847364256457,0.20218473642564572
101,2020-05-28,77.52680969238281,78.79111238390804,76.88856974628645,77.16627385552594,133560800,75.16105880737305,74.9232322449601,66.50873396614341,2.4134778018887886,2.491235719067194,-0.0777579171784053,-1,12021.847364256457,0.20218473642564572
102,2020-05-29,77.45130920410156,78.23327447685958,77.09321170708697,77.7704292430654,153532400,75.46475105285644,75.16400147916406,59.87874888882199,2.321701790950101,2.4573289334437756,-0.13562714249367458,-1,12021.847364256457,0.20218473642564572
103,2020-06-01,78.40377807617188,78.5255798108143,77.2734544102799,77.40500236526634,80791200,75.87352142333984,75.47255163126005,58.86926208337259,2.299319791651044,2.425727105085229,-0.1264073134341852,-1,12021.847364256457,0.20218473642564572
104,2020-06-02,78.76676177978516,78.79112361878236,77.69246935745718,78.13582955096197,87642800,76.25075912475586,75.7862859311196,66.3649892681552,2.284536927626334,2.3974890695934503,-0.11295214196711623,-1,12021.847364256457,0.20218473642564572
105,2020-06-03,79.20037841796875,79.46347439329524,78.51341467973708,79.08832287583549,104491200,76.59622993469239,76.1114375965338,75.34117629955915,2.2815108038424086,2.374293416443242,-0.09278261260083331,-1,12021.847364256457,0.20218473642564572
106,2020-06-04,78.51828002929688,79.32216858642559,78.14312856668211,79.02254104646114,87560400,76.87030220031738,76.34066068536839,68.06118655170582,2.198727378945648,2.339180208943723,-0.14045282999807496,-1,12021.847364256457,0.20218473642564572
107,2020-06-05,80.75455474853516,80.81545561938624,78.73995661708915,78.76918784562754,137250400,77.21841125488281,76.76103154852713,77.8378556664761,2.2872041332940256,2.3287849938137835,-0.041580860519757845,-1,12021.847364256457,0.20218473642564572
108,2020-06-08,81.23202514648438,81.26613320662413,79.73630344643696,80.45005995341553,95654400,77.50257568359375,77.1868404626183,74.7064659470384,2.3685473300324844,2.336737461057524,0.03180986897496041,1,12021.847364256457,0.20218473642564572
109,2020-06-09,83.79717254638672,84.19180905969564,80.87880713186348,80.91047677896422,147712400,77.85555686950684,77.81639589916767,83.42392023556893,2.609912905474687,2.391372549940957,0.21854035553372997,-1,12401.47363176408,0.24014736317640795
110,2020-06-10,85.95306396484375,86.42321696800342,84.3087402266497,84.74966199726732,166651600,78.36018142700195,78.5913166673273,84.35933163685449,2.9412543337980708,2.5013489067123795,0.43990542708569125,1,12401.47363176408,0.24014736317640795
111,2020-06-11,81.82640075683594,85.51943010387768,81.7240914667439,85.0931240487231,201662400,78.70427093505859,78.89941991394717,65.00706120600069,2.8381412444234684,2.5687073742545974,0.269433870168871,1,11806.07071532806,0.18060707153280608
112,2020-06-12,82.5328598022461,84.72529122191342,81.41715908416947,83.97499574044802,200146000,79.06066246032715,79.24546180807089,65.47492756918231,2.7813668533003266,2.6112392700637432,0.1701275832365834,1,11907.999987182275,0.1907999987182274
113,2020-06-15,83.5535659790039,84.2088600192706,81.01765253374747,81.18087015739522,138808800,79.49037971496583,79.65575744339785,69.78596880383228,2.786612858933239,2.6463139878376425,0.14029887109559658,1,12055.26944045061,0.2055269440450609
114,2020-06-16,85.76791381835938,86.04075597292817,83.97499569346722,85.61688084344807,165428800,79.94250755310058,80.23786757434655,72.93096442450762,2.935609837894134,2.704173157848941,0.23143668004519302,1,12374.759811992835,0.23747598119928348
115,2020-06-17,85.6485366821289,86.57666523827369,85.52673495629166,86.51576437535508,114406400,80.41083450317383,80.75316939413534,72.39981398911289,3.009368157119823,2.7652121577031172,0.24415599941670596,1,12357.53584883309,0.235753584883309
116,2020-06-18,85.68267059326172,86.10166895396527,85.07122336608076,85.6047156809937,96820400,80.80669136047364,81.22264569881403,72.75410697647149,3.035584153331513,2.8192865568287964,0.21629759650271652,1,12362.46075528012,0.23624607552801202
117,2020-06-19,85.19302368164062,86.85927087357204,84.0797538062018,86.39155627628752,264476000,81.20705375671386,81.6007769352737,69.26047131750732,2.9824700474041634,2.8519232549438702,0.13054679246029322,1,12291.813555712839,0.22918135557128383
118,2020-06-22,87.4219970703125,87.56572226000334,85.54137753320482,85.58766279834812,135445200,81.69401817321777,82.15517885289646,72.20337894992717,3.0846780119716186,2.8984742063494204,0.18620380562219818,1,12613.414129682189,0.261341412968219
119,2020-06-23,89.28800201416016,90.71308415884995,88.25024859206576,88.67168537744823,212155600,82.30059089660645,82.83449534444537,74.10631753781753,3.2784575465468038,2.9744708743888975,0.3039866721579063,1,12882.644917281958,0.2882644917281958
